filename,slice,min_row,min_col,max_row,max_col
sub-10262_ses-s4_T1w.nii.gz,140,34,16,194,144
sub-10262_ses-s6_T1w.nii.gz,137,36,16,196,143
sub-10263_ses-s0_T1w.nii.gz,147,30,12,204,150
sub-10263_ses-s2_T1w.nii.gz,141,28,9,201,149
sub-10263_ses-s4_T1w.nii.gz,147,28,12,203,149
sub-10263_ses-s6_T1w.nii.gz,137,17,10,182,149
sub-10264_ses-s0_T1w.nii.gz,140,39,10,197,147
sub-10265_ses-s0_T1w.nii.gz,142,34,15,199,144
sub-10265_ses-s4_T1w.nii.gz,143,35,16,199,146
sub-10265_ses-s6_T1w.nii.gz,129,37,16,204,146
sub-10267_ses-s0_T1w.nii.gz,139,28,13,196,144
sub-10267_ses-s2_T1w.nii.gz,141,27,12,197,143
sub-10267_ses-s4_T1w.nii.gz,144,31,15,200,144
sub-10269_ses-s0_T1w.nii.gz,143,33,9,200,150
sub-10270_ses-s0_T1w.nii.gz,142,28,13,201,146
sub-10270_ses-s6_T1w.nii.gz,126,30,12,204,146
sub-10271_ses-s0_T1w.nii.gz,138,25,13,195,146
sub-10272_ses-s0_T1w.nii.gz,142,36,10,198,150
sub-10272_ses-s2_T1w.nii.gz,141,36,10,198,150
sub-10272_ses-s4_T1w.nii.gz,149,33,9,193,149
sub-10274_ses-s0_T1w.nii.gz,141,28,9,198,153
sub-10275_ses-s0_T1w.nii.gz,139,24,9,205,149
sub-10275_ses-s2_T1w.nii.gz,132,21,9,200,150
sub-10276_ses-s0_T1w.nii.gz,161,33,10,207,147
sub-10276_ses-s2_T1w.nii.gz,142,28,12,204,147
sub-10276_ses-s4_T1w.nii.gz,144,28,10,204,146
sub-10276_ses-s6_T1w.nii.gz,167,21,12,179,147
sub-10278_ses-s0_T1w.nii.gz,138,27,10,195,149
sub-10280_ses-s0_T1w.nii.gz,136,27,13,201,141
sub-10280_ses-s2_T1w.nii.gz,147,30,15,203,143
sub-10282_ses-s0_T1w.nii.gz,150,31,12,206,146
sub-10282_ses-s2_T1w.nii.gz,156,31,12,206,146
sub-10282_ses-s4_T1w.nii.gz,160,22,13,197,147
sub-10282_ses-s6_T1w.nii.gz,140,24,12,200,146
sub-10284_ses-s0_T1w.nii.gz,139,34,7,195,150
sub-10285_ses-s0_T1w.nii.gz,140,30,16,194,144
sub-10285_ses-s2_T1w.nii.gz,145,31,16,198,144
sub-10285_ses-s4_T1w.nii.gz,146,34,16,201,144
sub-10285_ses-s6_T1w.nii.gz,126,34,16,201,144
sub-10286_ses-s0_T1w.nii.gz,146,21,7,205,153
sub-10286_ses-s2_T1w.nii.gz,150,21,9,206,153
sub-10286_ses-s4_T1w.nii.gz,145,28,7,207,152
sub-10286_ses-s6_T1w.nii.gz,126,22,7,204,152
sub-10288_ses-s0_T1w.nii.gz,141,40,10,210,149
sub-10290_ses-s0_T1w.nii.gz,141,27,13,201,144
sub-10290_ses-s4_T1w.nii.gz,136,25,13,196,146
sub-10290_ses-s6_T1w.nii.gz,126,30,15,204,146
sub-10291_ses-s0_T1w.nii.gz,141,36,19,197,144
sub-10291_ses-s2_T1w.nii.gz,141,36,16,197,141
sub-10291_ses-s4_T1w.nii.gz,143,37,18,200,143
sub-10291_ses-s6_T1w.nii.gz,149,31,16,194,141
sub-10292_ses-s0_T1w.nii.gz,147,28,16,197,144
sub-10292_ses-s4_T1w.nii.gz,147,28,16,197,144
sub-10293_ses-s2_T1w.nii.gz,143,37,16,194,143
sub-10294_ses-s0_T1w.nii.gz,142,30,7,192,153
sub-10296_ses-s0_T1w.nii.gz,143,43,15,184,144
sub-10298_ses-s0_T1w.nii.gz,149,31,13,197,145
sub-10298_ses-s2_T1w.nii.gz,150,31,13,198,144
sub-10298_ses-s4_T1w.nii.gz,143,30,13,200,144
sub-10298_ses-s6_T1w.nii.gz,153,28,13,194,144
sub-10299_ses-s0_T1w.nii.gz,136,37,15,195,146
sub-10299_ses-s2_T1w.nii.gz,139,37,15,193,146
sub-10299_ses-s4_T1w.nii.gz,136,37,15,193,146
sub-10299_ses-s6_T1w.nii.gz,131,31,13,191,143
sub-10300_ses-s0_T1w.nii.gz,136,24,9,207,149
sub-10300_ses-s2_T1w.nii.gz,136,22,10,202,150
sub-10300_ses-s4_T1w.nii.gz,135,22,9,201,149
sub-10300_ses-s6_T1w.nii.gz,141,34,10,218,149
sub-10301_ses-s0_T1w.nii.gz,133,21,17,204,154
sub-10301_ses-s2_T1w.nii.gz,138,24,9,207,146
sub-10301_ses-s6_T1w.nii.gz,124,25,10,205,146
sub-10302_ses-s0_T1w.nii.gz,135,30,10,200,153
sub-10302_ses-s2_T1w.nii.gz,141,31,10,200,152
sub-10302_ses-s4_T1w.nii.gz,146,30,10,204,152
sub-10302_ses-s6_T1w.nii.gz,123,24,9,197,152
sub-10303_ses-s2_T1w.nii.gz,138,34,10,197,149
sub-10303_ses-s4_T1w.nii.gz,141,34,12,198,149
sub-10303_ses-s6_T1w.nii.gz,143,37,9,200,147
sub-10304_ses-s0_T1w.nii.gz,146,37,15,194,144
sub-10304_ses-s2_T1w.nii.gz,146,39,15,191,144
sub-10304_ses-s4_T1w.nii.gz,146,39,13,194,143
sub-10304_ses-s6_T1w.nii.gz,130,39,13,197,144
sub-10305_ses-s0_T1w.nii.gz,139,33,15,192,144
sub-10305_ses-s2_T1w.nii.gz,140,33,15,194,144
sub-10305_ses-s4_T1w.nii.gz,140,33,15,194,144
sub-10306_ses-s0_T1w.nii.gz,145,25,16,201,142
sub-10307_ses-s0_T1w.nii.gz,137,34,9,193,147
sub-10308_ses-s0_T1w.nii.gz,146,34,13,197,146
sub-10309_ses-s0_T1w.nii.gz,142,34,13,195,144
sub-10309_ses-s2_T1w.nii.gz,138,34,15,194,146
sub-10309_ses-s4_T1w.nii.gz,142,34,15,195,146
sub-10309_ses-s6_T1w.nii.gz,135,28,15,189,146
sub-10311_ses-s0_T1w.nii.gz,144,31,12,200,146
sub-10312_ses-s0_T1w.nii.gz,148,33,18,195,138
sub-10313_ses-s0_T1w.nii.gz,144,36,13,197,147
sub-10313_ses-s2_T1w.nii.gz,141,34,12,192,146
sub-10313_ses-s4_T1w.nii.gz,142,34,12,195,146
sub-10313_ses-s6_T1w.nii.gz,156,24,15,174,146
sub-10314_ses-s0_T1w.nii.gz,143,36,15,194,146
sub-10314_ses-s2_T1w.nii.gz,147,30,16,185,146
sub-10315_ses-s0_T1w.nii.gz,140,25,11,197,150
sub-10316_ses-s0_T1w.nii.gz,141,39,13,191,146
sub-10316_ses-s4_T1w.nii.gz,141,39,15,191,149
sub-10316_ses-s6_T1w.nii.gz,139,31,13,198,150
sub-10318_ses-s0_T1w.nii.gz,148,36,10,200,150
sub-10318_ses-s4_T1w.nii.gz,147,34,9,197,149
sub-10319_ses-s0_T1w.nii.gz,136,36,16,192,141
sub-10319_ses-s2_T1w.nii.gz,138,36,19,194,143
sub-10319_ses-s4_T1w.nii.gz,148,37,19,193,141
sub-10319_ses-s6_T1w.nii.gz,135,43,16,198,141
sub-10320_ses-s0_T1w.nii.gz,141,25,10,201,147
sub-10320_ses-s2_T1w.nii.gz,144,25,10,203,147
sub-10320_ses-s4_T1w.nii.gz,138,22,9,200,147
sub-10320_ses-s6_T1w.nii.gz,169,25,13,187,146
sub-10321_ses-s2_T1w.nii.gz,144,28,10,203,147
sub-10321_ses-s6_T1w.nii.gz,120,27,9,200,146
sub-10322_ses-s0_T1w.nii.gz,150,36,13,201,146
sub-10323_ses-s0_T1w.nii.gz,141,33,15,194,144
sub-10323_ses-s6_T1w.nii.gz,154,22,15,180,143
sub-10325_ses-s0_T1w.nii.gz,148,40,12,195,147
sub-10325_ses-s2_T1w.nii.gz,157,40,12,196,147
sub-10326_ses-s0_T1w.nii.gz,150,28,12,203,149
sub-10326_ses-s2_T1w.nii.gz,154,27,10,204,149
sub-10326_ses-s6_T1w.nii.gz,148,31,13,196,150
sub-10327_ses-s0_T1w.nii.gz,143,34,13,194,146
sub-10328_ses-s0_T1w.nii.gz,142,27,12,201,149
sub-10329_ses-s0_T1w.nii.gz,139,31,10,195,149
sub-10330_ses-s0_T1w.nii.gz,144,37,13,195,147
sub-10330_ses-s2_T1w.nii.gz,144,37,13,197,146
sub-10330_ses-s4_T1w.nii.gz,148,25,13,184,146
sub-10330_ses-s6_T1w.nii.gz,124,34,12,192,146
sub-10332_ses-s0_T1w.nii.gz,141,30,9,198,149
sub-10332_ses-s2_T1w.nii.gz,138,28,12,197,150
sub-10332_ses-s4_T1w.nii.gz,143,34,10,203,149
sub-10332_ses-s6_T1w.nii.gz,125,30,10,197,149
sub-10333_ses-s0_T1w.nii.gz,144,37,12,200,149
sub-10334_ses-s0_T1w.nii.gz,144,28,13,209,141
sub-10335_ses-s0_T1w.nii.gz,144,31,15,200,144
sub-10337_ses-s0_T1w.nii.gz,142,34,12,195,149
sub-10338_ses-s0_T1w.nii.gz,147,42,13,195,143
sub-10338_ses-s6_T1w.nii.gz,128,37,15,188,143
sub-10339_ses-s0_T1w.nii.gz,139,25,12,204,144
sub-10340_ses-s0_T1w.nii.gz,139,31,10,195,150
sub-10340_ses-s2_T1w.nii.gz,144,31,10,197,149
sub-10340_ses-s4_T1w.nii.gz,143,30,12,193,150
sub-10340_ses-s6_T1w.nii.gz,139,30,10,195,149
sub-10344_ses-s0_T1w.nii.gz,138,31,13,197,146
sub-10344_ses-s2_T1w.nii.gz,136,31,12,195,144
sub-10346_ses-s2_T1w.nii.gz,144,34,15,200,144
sub-10346_ses-s4_T1w.nii.gz,143,34,15,198,144
sub-10346_ses-s6_T1w.nii.gz,133,33,16,195,144
sub-10348_ses-s0_T1w.nii.gz,141,33,13,200,149
sub-10348_ses-s2_T1w.nii.gz,146,30,12,197,147
sub-10349_ses-s0_T1w.nii.gz,144,40,10,192,149
sub-10349_ses-s2_T1w.nii.gz,141,40,12,185,149
sub-10350_ses-s0_T1w.nii.gz,145,34,16,195,146
sub-10350_ses-s4_T1w.nii.gz,142,36,13,195,144
sub-10350_ses-s6_T1w.nii.gz,170,22,18,173,140
sub-10351_ses-s0_T1w.nii.gz,144,28,15,194,143
sub-10351_ses-s2_T1w.nii.gz,146,31,15,194,143
sub-10351_ses-s4_T1w.nii.gz,150,31,15,197,143
sub-10351_ses-s6_T1w.nii.gz,147,10,15,173,141
sub-10352_ses-s0_T1w.nii.gz,144,30,13,201,144
sub-10353_ses-s0_T1w.nii.gz,141,34,13,192,147
sub-10353_ses-s2_T1w.nii.gz,148,36,13,193,147
sub-10353_ses-s4_T1w.nii.gz,145,37,13,193,147
sub-10353_ses-s6_T1w.nii.gz,125,21,15,179,149
sub-10354_ses-s0_T1w.nii.gz,139,31,7,199,155
sub-10356_ses-s0_T1w.nii.gz,147,31,15,206,144
sub-10359_ses-s0_T1w.nii.gz,144,34,13,198,146
sub-10359_ses-s2_T1w.nii.gz,150,35,13,200,146
sub-10359_ses-s4_T1w.nii.gz,147,37,13,197,146
sub-10359_ses-s6_T1w.nii.gz,135,36,12,197,146
sub-10361_ses-s6_T1w.nii.gz,153,39,13,176,144
sub-10362_ses-s0_T1w.nii.gz,138,36,15,189,143
sub-10362_ses-s2_T1w.nii.gz,136,37,16,193,143
sub-10362_ses-s4_T1w.nii.gz,151,39,18,195,143
sub-10362_ses-s6_T1w.nii.gz,126,40,16,198,143
sub-10363_ses-s0_T1w.nii.gz,135,22,10,198,146
sub-10365_ses-s0_T1w.nii.gz,139,28,13,198,143
sub-10365_ses-s2_T1w.nii.gz,139,28,13,196,143
sub-10367_ses-s0_T1w.nii.gz,144,28,12,200,144
sub-10367_ses-s2_T1w.nii.gz,141,27,9,200,143
sub-10367_ses-s4_T1w.nii.gz,148,26,12,198,146
sub-10369_ses-s0_T1w.nii.gz,144,30,15,204,141
sub-10370_ses-s0_T1w.nii.gz,146,40,18,191,143
sub-10370_ses-s2_T1w.nii.gz,143,39,18,190,144
sub-10371_ses-s0_T1w.nii.gz,136,34,10,193,146
sub-10371_ses-s2_T1w.nii.gz,141,37,13,198,147
sub-10371_ses-s4_T1w.nii.gz,141,37,13,197,147
sub-10371_ses-s6_T1w.nii.gz,116,39,12,200,146
sub-10372_ses-s2_T1w.nii.gz,144,40,13,194,146
sub-10374_ses-s0_T1w.nii.gz,144,34,13,195,143
sub-10374_ses-s4_T1w.nii.gz,147,34,15,195,143
sub-10374_ses-s6_T1w.nii.gz,150,22,16,180,144
sub-10375_ses-s0_T1w.nii.gz,138,34,12,192,153
sub-10376_ses-s0_T1w.nii.gz,144,34,16,197,141
sub-10376_ses-s2_T1w.nii.gz,144,33,16,194,143
sub-10376_ses-s4_T1w.nii.gz,148,22,16,181,143
sub-10376_ses-s6_T1w.nii.gz,126,28,18,189,143
sub-10378_ses-s0_T1w.nii.gz,140,28,10,199,144
sub-10378_ses-s2_T1w.nii.gz,138,28,15,200,149
sub-10379_ses-s0_T1w.nii.gz,136,31,15,205,154
sub-10379_ses-s2_T1w.nii.gz,140,27,12,197,149
sub-10379_ses-s4_T1w.nii.gz,138,25,12,192,150
sub-10380_ses-s0_T1w.nii.gz,139,37,12,198,146
sub-10380_ses-s2_T1w.nii.gz,142,39,13,201,146
sub-10380_ses-s6_T1w.nii.gz,126,37,13,200,147
sub-10381_ses-s0_T1w.nii.gz,138,34,16,192,144
sub-10381_ses-s2_T1w.nii.gz,135,36,18,192,144
sub-10382_ses-s0_T1w.nii.gz,146,34,7,203,153
sub-10382_ses-s2_T1w.nii.gz,152,27,7,191,152
sub-10382_ses-s4_T1w.nii.gz,143,30,5,200,152
sub-10382_ses-s6_T1w.nii.gz,163,31,9,180,149
sub-10383_ses-s2_T1w.nii.gz,139,34,16,192,140
sub-10384_ses-s0_T1w.nii.gz,141,28,10,198,149
sub-10384_ses-s2_T1w.nii.gz,140,30,9,197,149
sub-10386_ses-s2_T1w.nii.gz,141,30,12,197,147
sub-10388_ses-s0_T1w.nii.gz,141,22,15,201,143
sub-10389_ses-s0_T1w.nii.gz,142,34,15,193,143
sub-10390_ses-s0_T1w.nii.gz,142,31,10,204,147
sub-10390_ses-s2_T1w.nii.gz,150,30,10,201,149
sub-10390_ses-s4_T1w.nii.gz,157,35,12,223,149
sub-10390_ses-s6_T1w.nii.gz,153,33,10,195,147
sub-10393_ses-s0_T1w.nii.gz,141,39,18,191,143
sub-10393_ses-s6_T1w.nii.gz,158,21,18,161,140
sub-10394_ses-s0_T1w.nii.gz,140,34,12,200,144
sub-10396_ses-s0_T1w.nii.gz,155,34,13,198,146
sub-10396_ses-s2_T1w.nii.gz,146,31,13,197,144
sub-10397_ses-s0_T1w.nii.gz,143,36,18,193,144
sub-10398_ses-s0_T1w.nii.gz,139,25,15,205,146
sub-10398_ses-s2_T1w.nii.gz,141,25,16,207,147
sub-10398_ses-s4_T1w.nii.gz,144,25,15,206,146
sub-10398_ses-s6_T1w.nii.gz,118,22,13,199,146
sub-10399_ses-s0_T1w.nii.gz,141,28,12,201,147
sub-10400_ses-s0_T1w.nii.gz,136,28,13,192,147
sub-10400_ses-s2_T1w.nii.gz,138,28,12,194,147
sub-10400_ses-s4_T1w.nii.gz,136,27,10,189,146
sub-10400_ses-s6_T1w.nii.gz,130,19,12,189,147
sub-10401_ses-s0_T1w.nii.gz,138,25,10,191,149
sub-10401_ses-s2_T1w.nii.gz,144,19,12,186,149
sub-10401_ses-s4_T1w.nii.gz,137,25,12,200,149
sub-10402_ses-s0_T1w.nii.gz,149,33,10,194,149
sub-10402_ses-s2_T1w.nii.gz,147,33,12,194,150
sub-10403_ses-s0_T1w.nii.gz,141,34,16,200,140
sub-10403_ses-s2_T1w.nii.gz,142,34,16,198,140
sub-10403_ses-s4_T1w.nii.gz,137,34,16,198,141
sub-10404_ses-s0_T1w.nii.gz,139,34,12,198,149
sub-10405_ses-s0_T1w.nii.gz,147,31,16,197,140
sub-10405_ses-s2_T1w.nii.gz,135,30,16,197,140
sub-10406_ses-s0_T1w.nii.gz,147,31,7,203,150
sub-10407_ses-s0_T1w.nii.gz,143,42,10,197,152
sub-10407_ses-s2_T1w.nii.gz,139,39,10,190,153
sub-10408_ses-s0_T1w.nii.gz,143,25,12,200,144
sub-10408_ses-s2_T1w.nii.gz,143,27,12,202,146
sub-10408_ses-s4_T1w.nii.gz,141,25,12,201,144
sub-10408_ses-s6_T1w.nii.gz,152,28,10,204,143
sub-10409_ses-s0_T1w.nii.gz,139,40,6,196,155
sub-10409_ses-s2_T1w.nii.gz,138,39,9,197,156
sub-10409_ses-s4_T1w.nii.gz,138,33,7,188,155
sub-10410_ses-s0_T1w.nii.gz,149,31,18,200,140
sub-10410_ses-s2_T1w.nii.gz,146,31,18,200,141
sub-10410_ses-s4_T1w.nii.gz,144,31,18,200,141
sub-10411_ses-s0_T1w.nii.gz,141,33,12,197,143
sub-10411_ses-s2_T1w.nii.gz,135,34,13,197,146
sub-10411_ses-s4_T1w.nii.gz,135,33,13,194,146
sub-10411_ses-s6_T1w.nii.gz,132,33,13,200,143
sub-10412_ses-s0_T1w.nii.gz,147,31,13,200,146
sub-10412_ses-s2_T1w.nii.gz,144,31,13,198,146
sub-10413_ses-s0_T1w.nii.gz,149,31,12,203,146
sub-10413_ses-s4_T1w.nii.gz,143,31,12,203,146
sub-10413_ses-s6_T1w.nii.gz,135,30,12,201,146
sub-10414_ses-s0_T1w.nii.gz,141,33,12,195,150
sub-10416_ses-s0_T1w.nii.gz,146,33,15,200,147
sub-10416_ses-s2_T1w.nii.gz,147,33,13,200,146
sub-10418_ses-s2_T1w.nii.gz,142,30,13,199,146
sub-10418_ses-s4_T1w.nii.gz,160,36,19,223,149
sub-10418_ses-s6_T1w.nii.gz,152,34,16,203,147
sub-10419_ses-s0_T1w.nii.gz,133,25,10,195,149
sub-10419_ses-s4_T1w.nii.gz,143,22,10,198,149
sub-10419_ses-s6_T1w.nii.gz,135,22,10,201,149
sub-10421_ses-s0_T1w.nii.gz,148,37,13,189,141
sub-10421_ses-s2_T1w.nii.gz,147,37,15,192,143
sub-10421_ses-s4_T1w.nii.gz,143,37,16,194,144
sub-10421_ses-s6_T1w.nii.gz,136,45,16,196,143
sub-10424_ses-s0_T1w.nii.gz,141,25,13,209,144
sub-10425_ses-s0_T1w.nii.gz,147,37,12,197,147
sub-10426_ses-s0_T1w.nii.gz,144,25,15,200,144
sub-10427_ses-s0_T1w.nii.gz,148,28,15,201,144
sub-10427_ses-s2_T1w.nii.gz,146,27,15,197,144
sub-10427_ses-s4_T1w.nii.gz,150,27,13,197,143
sub-10427_ses-s6_T1w.nii.gz,158,22,15,185,144
sub-10428_ses-s0_T1w.nii.gz,139,33,10,198,144
sub-10429_ses-s0_T1w.nii.gz,134,27,7,206,152
sub-10429_ses-s2_T1w.nii.gz,144,25,10,204,152
sub-10429_ses-s6_T1w.nii.gz,130,28,7,210,152
sub-10430_ses-s0_T1w.nii.gz,143,40,12,191,149
sub-10431_ses-s0_T1w.nii.gz,145,36,13,192,144
sub-10431_ses-s2_T1w.nii.gz,145,37,13,192,144
sub-10431_ses-s4_T1w.nii.gz,150,34,13,191,144
sub-10431_ses-s6_T1w.nii.gz,147,33,13,194,144
sub-10433_ses-s0_T1w.nii.gz,149,34,16,203,143
sub-10435_ses-s0_T1w.nii.gz,159,37,13,203,144
sub-10435_ses-s2_T1w.nii.gz,147,34,13,200,144
sub-10436_ses-s0_T1w.nii.gz,150,34,13,200,144
sub-10438_ses-s0_T1w.nii.gz,150,31,16,206,143
sub-10438_ses-s2_T1w.nii.gz,144,30,16,206,143
sub-10438_ses-s4_T1w.nii.gz,144,33,15,209,141
sub-10438_ses-s6_T1w.nii.gz,154,34,16,209,144
sub-10440_ses-s0_T1w.nii.gz,138,27,7,203,152
sub-10440_ses-s2_T1w.nii.gz,144,28,9,206,152
sub-10440_ses-s4_T1w.nii.gz,140,24,9,202,152
sub-10440_ses-s6_T1w.nii.gz,132,31,7,209,150
sub-10441_ses-s0_T1w.nii.gz,137,34,9,197,152
sub-10441_ses-s2_T1w.nii.gz,139,33,7,196,152
sub-10441_ses-s6_T1w.nii.gz,129,34,9,199,152
sub-10443_ses-s0_T1w.nii.gz,146,31,13,200,147
sub-10443_ses-s2_T1w.nii.gz,141,31,13,195,147
sub-10443_ses-s4_T1w.nii.gz,144,30,13,200,147
sub-10443_ses-s6_T1w.nii.gz,156,13,13,185,146
sub-10444_ses-s0_T1w.nii.gz,139,33,13,192,147
sub-10444_ses-s2_T1w.nii.gz,138,33,12,194,146
sub-10444_ses-s4_T1w.nii.gz,148,34,12,197,144
sub-10444_ses-s6_T1w.nii.gz,126,36,12,200,146
sub-10445_ses-s0_T1w.nii.gz,145,31,9,198,150
sub-10445_ses-s2_T1w.nii.gz,150,33,9,198,149
sub-10445_ses-s4_T1w.nii.gz,149,34,9,200,149
sub-10445_ses-s6_T1w.nii.gz,144,25,7,194,149
sub-10446_ses-s0_T1w.nii.gz,147,34,16,195,143
sub-10446_ses-s2_T1w.nii.gz,150,34,16,197,143
sub-10446_ses-s4_T1w.nii.gz,144,34,16,195,143
sub-10446_ses-s6_T1w.nii.gz,153,34,16,197,143
sub-10447_ses-s0_T1w.nii.gz,144,34,9,195,149
sub-10448_ses-s0_T1w.nii.gz,147,36,15,197,144
sub-10449_ses-s0_T1w.nii.gz,146,30,10,200,147
sub-10449_ses-s4_T1w.nii.gz,147,30,12,201,147
sub-10449_ses-s6_T1w.nii.gz,153,18,12,182,148
sub-10451_ses-s0_T1w.nii.gz,137,31,10,197,150
sub-10451_ses-s2_T1w.nii.gz,137,30,10,197,150
sub-10451_ses-s4_T1w.nii.gz,137,33,10,199,150
sub-10451_ses-s6_T1w.nii.gz,121,30,7,198,147
sub-10452_ses-s0_T1w.nii.gz,138,30,13,197,146
sub-10452_ses-s2_T1w.nii.gz,140,31,15,197,146
sub-10453_ses-s0_T1w.nii.gz,140,25,13,206,141
sub-10453_ses-s2_T1w.nii.gz,144,25,15,207,143
sub-10453_ses-s6_T1w.nii.gz,144,30,13,209,141
sub-10454_ses-s0_T1w.nii.gz,146,37,15,194,146
sub-10455_ses-s2_T1w.nii.gz,147,39,13,197,147
sub-10457_ses-s0_T1w.nii.gz,140,34,13,194,149
sub-10458_ses-s0_T1w.nii.gz,144,31,12,201,143
sub-10460_ses-s0_T1w.nii.gz,151,31,9,206,153
sub-10460_ses-s2_T1w.nii.gz,145,30,7,201,152
sub-10460_ses-s4_T1w.nii.gz,141,25,7,195,152
sub-10460_ses-s6_T1w.nii.gz,150,25,9,191,153
sub-10461_ses-s0_T1w.nii.gz,147,31,10,197,147
sub-10462_ses-s0_T1w.nii.gz,147,40,10,194,147
sub-10462_ses-s2_T1w.nii.gz,143,39,10,194,147
sub-10462_ses-s6_T1w.nii.gz,153,25,10,174,147
sub-10463_ses-s0_T1w.nii.gz,140,27,12,200,147
sub-10463_ses-s2_T1w.nii.gz,144,28,13,200,149
sub-10465_ses-s0_T1w.nii.gz,149,34,16,197,141
sub-10466_ses-s0_T1w.nii.gz,140,34,13,197,146
sub-10467_ses-s0_T1w.nii.gz,144,31,4,203,153
sub-10467_ses-s2_T1w.nii.gz,147,31,6,200,155
sub-10468_ses-s0_T1w.nii.gz,143,31,12,206,146
sub-10469_ses-s0_T1w.nii.gz,144,36,13,195,146
sub-10469_ses-s2_T1w.nii.gz,147,21,13,180,144
sub-10469_ses-s4_T1w.nii.gz,143,37,15,197,146
sub-10469_ses-s6_T1w.nii.gz,150,30,16,180,144
sub-10470_ses-s0_T1w.nii.gz,143,29,13,200,147
sub-10470_ses-s2_T1w.nii.gz,141,25,12,201,147
sub-10471_ses-s0_T1w.nii.gz,139,31,13,204,143
sub-10472_ses-s0_T1w.nii.gz,141,31,10,194,150
sub-10472_ses-s2_T1w.nii.gz,140,30,10,192,152
sub-10472_ses-s4_T1w.nii.gz,156,28,10,188,150
sub-10472_ses-s6_T1w.nii.gz,149,33,13,176,147
sub-10476_ses-s0_T1w.nii.gz,140,30,9,203,150
sub-10477_ses-s0_T1w.nii.gz,141,34,10,198,147
sub-10477_ses-s2_T1w.nii.gz,141,33,12,203,149
sub-10477_ses-s4_T1w.nii.gz,139,33,10,198,147
sub-10477_ses-s6_T1w.nii.gz,126,30,10,201,147
sub-10478_ses-s2_T1w.nii.gz,145,34,15,198,144
sub-10479_ses-s0_T1w.nii.gz,141,27,15,200,146
sub-10480_ses-s2_T1w.nii.gz,143,34,12,197,150
sub-10480_ses-s4_T1w.nii.gz,144,33,12,197,149
sub-10481_ses-s0_T1w.nii.gz,144,31,10,200,147
sub-10481_ses-s2_T1w.nii.gz,146,30,10,199,149
sub-10481_ses-s4_T1w.nii.gz,144,34,10,200,147
sub-10481_ses-s6_T1w.nii.gz,138,27,12,195,149
sub-10482_ses-s0_T1w.nii.gz,132,37,10,192,147
sub-10482_ses-s2_T1w.nii.gz,135,34,7,192,144
sub-10482_ses-s4_T1w.nii.gz,138,31,10,183,148
sub-10482_ses-s6_T1w.nii.gz,144,34,10,191,147
sub-10484_ses-s0_T1w.nii.gz,146,30,12,197,149
sub-10484_ses-s2_T1w.nii.gz,145,31,12,195,149
sub-10484_ses-s4_T1w.nii.gz,148,31,12,196,147
sub-10484_ses-s6_T1w.nii.gz,162,19,12,177,149
sub-10485_ses-s0_T1w.nii.gz,147,28,13,204,146
sub-10486_ses-s0_T1w.nii.gz,145,46,16,190,147
sub-10488_ses-s0_T1w.nii.gz,141,33,19,194,140
sub-10488_ses-s2_T1w.nii.gz,138,34,18,192,140
sub-10488_ses-s4_T1w.nii.gz,144,36,18,197,138
sub-10488_ses-s6_T1w.nii.gz,138,34,19,195,140
sub-10489_ses-s0_T1w.nii.gz,141,28,15,200,149
sub-10489_ses-s6_T1w.nii.gz,120,33,13,200,149
sub-10496_ses-s0_T1w.nii.gz,123,28,12,204,147
sub-10497_ses-s0_T1w.nii.gz,144,25,13,203,147
sub-10498_ses-s0_T1w.nii.gz,138,31,10,204,150
sub-10499_ses-s0_T1w.nii.gz,140,33,13,194,146
sub-10501_ses-s2_T1w.nii.gz,141,30,10,197,150
sub-10502_ses-s0_T1w.nii.gz,140,24,13,194,143
sub-10503_ses-s0_T1w.nii.gz,146,40,14,191,144
sub-10503_ses-s6_T1w.nii.gz,146,49,13,197,144
sub-10504_ses-s0_T1w.nii.gz,145,28,15,204,143
sub-10504_ses-s2_T1w.nii.gz,146,28,13,204,141
sub-10504_ses-s4_T1w.nii.gz,135,28,13,200,143
sub-10505_ses-s0_T1w.nii.gz,147,19,12,212,149
sub-10506_ses-s4_T1w.nii.gz,153,25,12,185,147
sub-10507_ses-s2_T1w.nii.gz,144,36,9,189,153
sub-10507_ses-s4_T1w.nii.gz,140,37,6,189,150
sub-10507_ses-s6_T1w.nii.gz,149,28,7,175,148
sub-10508_ses-s4_T1w.nii.gz,147,25,13,206,147
sub-10510_ses-s2_T1w.nii.gz,148,27,7,204,150
sub-10511_ses-s0_T1w.nii.gz,140,25,12,197,149
sub-10512_ses-s2_T1w.nii.gz,146,35,10,194,147
sub-10512_ses-s4_T1w.nii.gz,155,37,12,197,147
sub-10514_ses-s0_T1w.nii.gz,141,22,10,203,152
sub-10515_ses-s2_T1w.nii.gz,143,27,10,200,149
sub-10516_ses-s0_T1w.nii.gz,145,37,12,195,147
sub-10516_ses-s2_T1w.nii.gz,135,33,10,191,147
sub-10517_ses-s0_T1w.nii.gz,143,36,6,194,152
sub-10518_ses-s0_T1w.nii.gz,142,25,10,204,147
sub-10519_ses-s0_T1w.nii.gz,139,25,9,201,150
sub-10520_ses-s0_T1w.nii.gz,141,32,12,203,146
sub-10522_ses-s2_T1w.nii.gz,135,33,13,191,146
sub-10523_ses-s0_T1w.nii.gz,140,33,15,197,143
